scenario,arm,arm_label,lambda,cost_std,seed,horizon,cycle,price,observed_demand,estimated_elasticity,true_elasticity,residual_bias,realized_profit,oracle_price,oracle_profit,cumulative_regret
reference,greedy,Naive (greedy),0.6,0.3,2,200,132,2.3732320577716215,27.663883490038433,-1.5735062022525164,-1.5,-0.07350620225251636,42.064510582500354,1.7053501954641999,39.03615581010078,1026.5510940683357
reference,greedy,Naive (greedy),0.6,0.3,2,200,133,3.4493695914589626,13.051148979924484,-1.5735062022525164,-1.5,-0.07350620225251636,28.610142343581078,2.514429052432138,26.324131816632406,1024.265083541387
reference,greedy,Naive (greedy),0.6,0.3,2,200,134,2.6749564765080955,23.060553287595962,-1.5735062022525164,-1.5,-0.07350620225251636,39.20288098020189,1.9499181227717044,36.09117676245956,1021.1533793236447
reference,greedy,Naive (greedy),0.6,0.3,2,200,135,2.939471085069627,19.046644171450556,-1.5735062022525164,-1.5,-0.07350620225251636,35.581086194285014,2.1427368970215563,32.76593080380844,1018.3382239331681
reference,greedy,Naive (greedy),0.6,0.3,2,200,136,1.9841137975777747,42.33616253092565,-1.5780952694995674,-1.5,-0.07809526949956735,53.38381513454276,1.446326131103533,49.170377117025915,1014.1247859156513
reference,greedy,Naive (greedy),0.6,0.3,2,200,137,2.8496667715688586,19.624476413327205,-1.5780952694995674,-1.5,-0.07809526949956735,35.437162397824856,2.0878066262963513,32.57367366978758,1011.261297187614
reference,greedy,Naive (greedy),0.6,0.3,2,200,138,3.396295534374567,14.066484024939612,-1.5780952694995674,-1.5,-0.07809526949956735,30.273163985469182,2.4882938567670307,27.852965747388954,1008.8410989495337
reference,greedy,Naive (greedy),0.6,0.3,2,200,139,2.7598314198264866,22.210084895740643,-1.5780952694995674,-1.5,-0.07809526949956735,38.84181856252343,2.021988810503058,35.76128901528887,1005.7605694022991
reference,greedy,Naive (greedy),0.6,0.3,2,200,140,4.838668449022458,7.186728151552658,-1.5768865897827364,-1.5,-0.07688658978273644,22.035548442931866,3.5450474950650093,20.29532333475069,1004.0203442941179
reference,greedy,Naive (greedy),0.6,0.3,2,200,141,2.56824786047413,28.092445781599107,-1.5768865897827364,-1.5,-0.07688658978273644,45.75367958707672,1.8791303820395395,42.179711852559485,1000.4463765596006
reference,greedy,Naive (greedy),0.6,0.3,2,200,142,2.000019444221124,44.53751534166086,-1.5768865897827364,-1.5,-0.07688658978273644,56.48846103313695,1.4633701677111182,52.074011690911206,996.0319272173748
reference,greedy,Naive (greedy),0.6,0.3,2,200,143,1.6824721014939148,59.34179818321979,-1.5768865897827364,-1.5,-0.07688658978273644,63.31521907958242,1.231027772478105,58.36582143617254,991.082529573965
reference,greedy,Naive (greedy),0.6,0.3,2,200,144,3.8619171875427276,10.558804715024301,-1.5991597044471206,-1.5,-0.09915970444712063,25.859329182625512,2.825679729639681,23.837439261999908,989.0606396533393
reference,greedy,Naive (greedy),0.6,0.3,2,200,145,2.6221640008650144,24.74398327901115,-1.5991597044471206,-1.5,-0.09915970444712063,40.573047214606305,1.9649006955353945,37.03376078971543,985.5213532284484
reference,greedy,Naive (greedy),0.6,0.3,2,200,146,3.615361817701786,12.831211365881627,-1.5991597044471206,-1.5,-0.09915970444712063,29.008654681620996,2.7091467001571585,26.567066830713195,983.0797653775406
reference,greedy,Naive (greedy),0.6,0.3,2,200,147,3.061809497239559,18.640117432028354,-1.5991597044471206,-1.5,-0.09915970444712063,35.68904870747529,2.2943460472869903,32.78493965351045,980.1756563235758
reference,greedy,Naive (greedy),0.6,0.3,2,200,148,4.345890525058008,9.25598855242057,-1.5978005930111678,-1.5,-0.09780059301116784,25.154156172236192,3.256563400531083,23.14557001905769,978.1670701703973
reference,greedy,Naive (greedy),0.6,0.3,2,200,149,3.90773647681093,12.151172884679578,-1.5978005930111678,-1.5,-0.09780059301116784,29.718089807447203,2.9240785031460033,27.400476356622303,975.8494567195725
reference,greedy,Naive (greedy),0.6,0.3,2,200,150,2.386576047600385,33.23057871285747,-1.5978005930111678,-1.5,-0.09780059301116784,49.6352946362003,1.7858255689254054,45.78938868004487,972.003550763417
reference,greedy,Naive (greedy),0.6,0.3,2,200,151,2.9016848806996496,21.3242980214626,-1.5978005930111678,-1.5,-0.09780059301116784,38.72597959411259,2.171270870722059,35.73425976914001,969.0118309384444
reference,greedy,Naive (greedy),0.6,0.3,2,200,152,3.7014983204539673,12.906662714440353,-1.5767286414226434,-1.5,-0.07672864142264335,29.899845180388468,2.7697547499680484,27.596671290292768,966.7086570483488
reference,greedy,Naive (greedy),0.6,0.3,2,200,153,1.8868581523225783,51.01983641496938,-1.5767286414226434,-1.5,-0.07672864142264335,61.05501716699319,1.3803328108055155,56.8924449077526,962.5460847891081
reference,greedy,Naive (greedy),0.6,0.3,2,200,154,4.224937333094878,9.500065239375093,-1.5767286414226434,-1.5,-0.07672864142264335,25.455984779002915,3.090756778557777,23.670119430982233,960.7602194410874
reference,greedy,Naive (greedy),0.6,0.3,2,200,155,3.932729202691781,11.71054670146783,-1.5767286414226434,-1.5,-0.07672864142264335,29.208836436683665,2.876991652926555,27.068376115275868,958.6197591196797
reference,greedy,Naive (greedy),0.6,0.3,2,200,156,3.6715480854408407,13.83084893670367,-1.574981461202909,-1.5,-0.07498146120290894,32.2063198444583,2.6859243672058204,29.791787297866037,956.2052265730874
reference,greedy,Naive (greedy),0.6,0.3,2,200,157,2.5789474055966126,28.267943483895117,-1.574981461202909,-1.5,-0.07498146120290894,46.28723658351105,1.88300241515586,42.80448891317495,952.7224789027513
reference,greedy,Naive (greedy),0.6,0.3,2,200,158,2.999073157869424,20.03707760477441,-1.574981461202909,-1.5,-0.07498146120290894,38.154519965415396,2.189754621300934,35.255007970744764,949.8229669080806
reference,greedy,Naive (greedy),0.6,0.3,2,200,159,1.9591078858866484,46.413114580044116,-1.574981461202909,-1.5,-0.07498146120290894,57.73293275012745,1.430430443315705,53.30619048157949,945.3962246395326
reference,greedy,Naive (greedy),0.6,0.3,2,200,160,2.787227108742523,21.57425934057923,-1.5829664860855988,-1.5,-0.08296648608559876,38.17972589923521,2.035076545555183,35.238468938757634,942.454967679055
reference,greedy,Naive (greedy),0.6,0.3,2,200,161,2.276666547701474,32.29793935026417,-1.5829664860855988,-1.5,-0.08296648608559876,46.451797132021724,1.6768773173260856,42.69705366159093,938.7002242086243
reference,greedy,Naive (greedy),0.6,0.3,2,200,162,2.78680388625439,20.940166491227192,-1.5829664860855988,-1.5,-0.08296648608559876,36.865049177933315,2.0526186539764324,33.91442029605934,935.7495953267503
reference,greedy,Naive (greedy),0.6,0.3,2,200,163,2.340906646862308,29.91545885717075,-1.5829664860855988,-1.5,-0.08296648608559876,44.23927928875942,1.7241933220586796,40.72972185530876,932.2400378932996
reference,greedy,Naive (greedy),0.6,0.3,2,200,164,2.9566806665599135,18.38610269218163,-1.587095446807375,-1.5,-0.08709544680737502,34.341746866534095,2.177741289929562,31.631987616436763,929.5302786432022
reference,greedy,Naive (greedy),0.6,0.3,2,200,165,3.8507699175439978,11.071768783499804,-1.587095446807375,-1.5,-0.08709544680737502,26.863434238481762,2.848939539005911,24.70813242269546,927.3749768274159
reference,greedy,Naive (greedy),0.6,0.3,2,200,166,1.8250228341416304,52.365362690410535,-1.587095446807375,-1.5,-0.08709544680737502,60.2156491724259,1.350218222098,55.448856099071925,922.608183754062
reference,greedy,Naive (greedy),0.6,0.3,2,200,167,3.568305083923033,12.849716912692903,-1.587095446807375,-1.5,-0.08709544680737502,28.890329361583046,2.6399617890720117,26.613628332363024,920.331482724842
reference,greedy,Naive (greedy),0.6,0.3,2,200,168,1.4872513475203133,77.57553753004369,-1.5971213709196248,-1.5,-0.0971213709196248,72.69526414322392,1.1003226001861042,67.00320604453914,914.6394246261572
reference,greedy,Naive (greedy),0.6,0.3,2,200,169,1.398678336524303,80.93932699986166,-1.5971213709196248,-1.5,-0.0971213709196248,70.88257993966842,1.0458575547080355,65.06072129360587,908.8175659800946
reference,greedy,Naive (greedy),0.6,0.3,2,200,170,2.5806134645558454,22.143627152173696,-1.5971213709196248,-1.5,-0.0971213709196248,35.7794613631024,1.929646021682064,32.87965422268378,905.917758839676
reference,greedy,Naive (greedy),0.6,0.3,2,200,171,2.6801065871052967,21.09712733071678,-1.5971213709196248,-1.5,-0.0971213709196248,35.402788390149674,2.0040417073394345,32.58770265256721,903.1026731020936
reference,greedy,Naive (greedy),0.6,0.3,2,200,172,3.054689670588801,16.64228582991881,-1.592913694872288,-1.5,-0.09291369487228796,31.830404091560887,2.284135090855028,29.331278660568934,900.6035476711016
reference,greedy,Naive (greedy),0.6,0.3,2,200,173,1.6389498495580461,60.0799482705663,-1.592913694872288,-1.5,-0.09291369487228796,61.81629456540929,1.2200985077094868,57.10885052179795,895.8961036274903
reference,greedy,Naive (greedy),0.6,0.3,2,200,174,2.6387087544027685,21.851239398092194,-1.592913694872288,-1.5,-0.09291369487228796,36.197225800685565,1.9643582226722387,33.43496281539391,893.1338406421987
reference,greedy,Naive (greedy),0.6,0.3,2,200,175,2.7905220452338537,19.944207595628566,-1.592913694872288,-1.5,-0.09291369487228796,34.93896194720337,2.0773739867869376,32.26594435900466,890.460823054
reference,greedy,Naive (greedy),0.6,0.3,2,200,176,3.9150683081737077,10.368101289380567,-1.5860433528136049,-1.5,-0.08604335281360487,25.482752081708522,2.914530302236846,23.529832052310116,888.5079030246015
reference,greedy,Naive (greedy),0.6,0.3,2,200,177,2.623349911131211,24.925207193561747,-1.5860433528136049,-1.5,-0.08604335281360487,41.226830250359306,1.9386566890435881,38.17771781323395,885.4587905874762
reference,greedy,Naive (greedy),0.6,0.3,2,200,178,3.171807114898224,16.770902373666864,-1.5860433528136049,-1.5,-0.08604335281360487,33.53884834086975,2.343966793587961,31.0254789797421,882.9454212263486
reference,greedy,Naive (greedy),0.6,0.3,2,200,179,2.0185436855514696,42.112315525865675,-1.5860433528136049,-1.5,-0.08604335281360487,53.595980486844425,1.4917046336504995,49.53509602027119,878.8845367597753
reference,greedy,Naive (greedy),0.6,0.3,2,200,180,2.5582861934364005,24.95020758709423,-1.59667570231273,-1.5,-0.09667570231273004,40.2446575499987,1.890574574268172,37.1794971806086,875.8193763903852
reference,greedy,Naive (greedy),0.6,0.3,2,200,181,2.3411557339920983,29.61088474217498,-1.59667570231273,-1.5,-0.09667570231273004,43.4175158438931,1.7497739081014798,39.90899979174721,872.3108603382393
reference,greedy,Naive (greedy),0.6,0.3,2,200,182,3.3045378197779045,14.612456571735406,-1.59667570231273,-1.5,-0.09667570231273004,30.242468969258546,2.4698032563268355,27.834155033045732,869.9025464020265
reference,greedy,Naive (greedy),0.6,0.3,2,200,183,1.989054746231356,42.09547033443171,-1.59667570231273,-1.5,-0.09667570231273004,52.44032644967436,1.4866145153045096,48.322076562252946,865.7842965146051
reference,greedy,Naive (greedy),0.6,0.3,2,200,184,2.083415407819218,36.70452346319816,-1.5704462110619641,-1.5,-0.07044621106196414,47.89373922902675,1.5571394364792714,44.15481820157817,862.0453754871565
reference,greedy,Naive (greedy),0.6,0.3,2,200,185,3.272298484304716,14.473235318076675,-1.5704462110619641,-1.5,-0.07044621106196414,30.15750915932459,2.377248273372136,28.145992409548157,860.0338587373801
reference,greedy,Naive (greedy),0.6,0.3,2,200,186,4.709243062300268,7.358362277152064,-1.5704462110619641,-1.5,-0.07044621106196414,22.06526798529307,3.4211548831621,20.495974822238207,858.4645655743252
reference,greedy,Naive (greedy),0.6,0.3,2,200,187,3.0879492177067043,18.98402278840536,-1.5704462110619641,-1.5,-0.07044621106196414,37.328052311159084,2.2433228451694394,34.550926353220014,855.6874396163861
reference,greedy,Naive (greedy),0.6,0.3,2,200,188,3.015495844477742,19.734347818821725,-1.5692588316991976,-1.5,-0.06925883169919755,37.892952602874786,2.1906871650092494,35.026545059300204,852.8210320728115
reference,greedy,Naive (greedy),0.6,0.3,2,200,189,2.48477165908242,28.786342123505523,-1.5692588316991976,-1.5,-0.06925883169919755,45.58042665255344,1.8027341100345242,42.116185851066255,849.3567912713243
reference,greedy,Naive (greedy),0.6,0.3,2,200,190,3.8211485859651364,11.776238830015831,-1.5692588316991976,-1.5,-0.06925883169919755,28.675166546348482,2.7722929268974923,26.475390357734565,847.1570150827104
reference,greedy,Naive (greedy),0.6,0.3,2,200,191,3.241378079993196,17.068488687941148,-1.5692588316991976,-1.5,-0.06925883169919755,35.25576786577505,2.3516618949524672,32.524651467293445,844.4258986842287
reference,greedy,Naive (greedy),0.6,0.3,2,200,192,4.6365998261255115,8.351601348858486,-1.576444061099996,-1.5,-0.07644406109999591,24.676001549124592,3.3639133924375426,22.754340627047796,842.5042377621519
reference,greedy,Naive (greedy),0.6,0.3,2,200,193,3.0200160483806324,20.940071621992175,-1.576444061099996,-1.5,-0.07644406109999591,40.11518956691028,2.208603982181221,36.850921453669486,839.2399696489111
reference,greedy,Naive (greedy),0.6,0.3,2,200,194,2.0574052818759974,43.93906877718611,-1.576444061099996,-1.5,-0.07644406109999591,57.34454803287892,1.5046256131481643,52.724636662583634,834.6200582786158
reference,greedy,Naive (greedy),0.6,0.3,2,200,195,2.30496672896442,32.81058758102372,-1.576444061099996,-1.5,-0.07644406109999591,47.97335636461618,1.6856727298239902,44.130607350664164,830.7773092646638
reference,greedy,Naive (greedy),0.6,0.3,2,200,196,2.033640072327815,40.594440726143745,-1.549857922022645,-1.5,-0.04985792202264494,52.36752981695912,1.4872455941003744,48.19609259588808,826.6058720435927
reference,greedy,Naive (greedy),0.6,0.3,2,200,197,1.9367520197170536,42.84716316195482,-1.549857922022645,-1.5,-0.04985792202264494,53.543185226142064,1.374240084723353,49.95048096759424,823.013167785045
reference,greedy,Naive (greedy),0.6,0.3,2,200,198,4.118025698848912,9.114804733304403,-1.549857922022645,-1.5,-0.04985792202264494,24.21834904889354,2.9219827461988856,22.51748550104735,821.3123042371988
reference,greedy,Naive (greedy),0.6,0.3,2,200,199,3.5911040630364774,13.222981807184805,-1.549857922022645,-1.5,-0.04985792202264494,30.638359180219727,2.5481006869214995,28.35927786114448,819.0332229181236
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,0,2.461632263594843,16.50264849036482,,-1.5,,21.43166664577626,2.3259036661994905,21.497021018802403,0.06535437302614255
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,1,1.4358201992741462,58.17725925058031,,-1.5,,34.67457169814855,1.6796085928285112,35.19491696651319,0.5856996413907858
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,2,2.335924272553188,21.974294020437192,,-1.5,,22.27928852398052,2.6440893367095404,23.023174634541615,1.329585751951882
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,3,0.7451756291361141,235.2988255441335,,-1.5,,-7.026746421402457,1.550077407819749,43.64588358195572,52.00221575531006
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,4,5.1049657226712934,4.570238396062604,,-1.5,,16.53228994616468,2.9751710177868866,22.210445804283555,57.68037161342893
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,5,3.0847754570067187,16.69703128332511,,-1.5,,33.23563323738669,2.188527859863895,33.227076423690406,57.671814799732644
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,6,1.0805478057301714,140.5386208508118,,-1.5,,68.14269629267999,1.1913593798088797,61.35480545263628,50.883923959688936
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,7,1.3953499557050115,76.33577214807859,,-1.5,,64.29073729423062,1.1062802616154972,61.53100958057394,48.12419624603225
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,8,1.9791782389020545,35.78477021805275,,-1.5,,38.27716062257603,1.8190575308310801,35.08512196782932,44.932157591285545
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,9,2.4974340334430063,22.498497583611037,,-1.5,,23.01631868543678,2.948836450783527,22.01793684204014,43.9337757478889
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,10,2.7857758784165405,18.79566268959574,,-1.5,,32.83473346180201,2.0776889434748123,34.58200176815572,45.68104405424261
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,11,1.8591444844436178,44.11571511071371,,-1.5,,37.004445910401365,2.0406806237642225,35.24157872696138,43.918176870802625
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,12,1.6883114023798507,51.86218988583424,,-1.5,,39.240816548952836,1.8633501629628626,38.516633829468226,43.193994151318016
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,13,1.967715460171443,36.85414202168532,,-1.5,,26.532416136279554,2.4955701784665654,28.343439358076555,45.00501737311502
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,14,2.5672432066660287,21.541429421076568,,-1.5,,31.17883921061888,2.2397073714071167,32.730540980197304,46.55671914269344
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,15,2.1116962344987926,33.11908409741539,,-1.5,,33.91243454116116,2.1754835086282562,33.90812028573899,46.552404887271265
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,16,1.7529795012441007,47.83036012611069,-9.47680955408889e-16,-1.5,1.4999999999999991,48.249269479015176,1.4884425400655903,49.55573937841573,47.85887478667182
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,17,25.273917490323146,0.22349522333887678,-9.47680955408889e-16,-1.5,1.4999999999999991,5.329422761884821,2.8562317126513226,24.56975238563114,67.09920441041814
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,18,32.726324935639816,0.280246492985593,-9.47680955408889e-16,-1.5,1.4999999999999991,8.74961146878913,3.0103950150239807,24.8350052215353,83.18459816316431
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,19,11.204040743783345,3.198808750108382,-9.47680955408889e-16,-1.5,1.4999999999999991,33.67468736105933,1.3535640145115353,58.03370360357772,107.5436144056827
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,20,52.122149372028765,0.14087880820063256,-6.086431600703364e-16,-1.5,1.4999999999999993,7.061908005508064,3.9892199894041336,18.308759770077067,118.7904661702517
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,21,27.356386476086634,0.6799094342632198,-6.086431600703364e-16,-1.5,1.4999999999999993,17.755393251315095,2.484072020686327,33.0153857607177,134.0504586796543
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,22,19.687986880233044,1.3238044504649047,-6.086431600703364e-16,-1.5,1.4999999999999993,24.919528395277045,1.7276211106081767,46.92206858250386,156.05299886688113
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,23,13.100746466255918,2.8743903808570774,-6.086431600703364e-16,-1.5,1.4999999999999993,36.033241567253405,1.1295738172599135,67.97517639511409,187.9949336947418
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,24,20.122813540232055,1.1307983692262142,5.578482300030175e-16,-1.5,1.5000000000000007,21.377747501642947,2.435619419644136,28.956671310060806,195.57385750315967
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,25,29.7780238586729,0.5132554983348594,5.578482300030175e-16,-1.5,1.5000000000000007,14.67703887618184,2.36410754798317,30.81929292707008,211.71611155404793
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,26,27.703689675712102,0.6307199046242515,5.578482300030175e-16,-1.5,1.5000000000000007,16.945756134658232,1.6727310220565492,44.29191092130232,239.06226634069202
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,27,8.50785263288231,6.868026679535369,5.578482300030175e-16,-1.5,1.5000000000000007,54.41846955111391,1.1688042299068528,61.08182833921818,245.72562512879628
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,28,20.12827595185995,1.0997424876360526,-1.5081784536878012e-16,-1.5,1.4999999999999998,20.594939496716524,2.8024392759786565,23.78880237228097,248.91948800436072
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,29,12.722175901911722,2.758579241340392,-1.5081784536878012e-16,-1.5,1.4999999999999998,32.782882620218885,1.6764047904255575,43.06877531384282,259.20538069798465
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,30,21.791049281100708,0.887772363113498,-1.5081784536878012e-16,-1.5,1.4999999999999998,18.574874047576845,1.736069513869524,40.34713526956239,280.9776419199702
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,31,50.65696155962161,0.1697606258428482,-1.5081784536878012e-16,-1.5,1.4999999999999998,8.200907878410332,4.696608736788885,14.653610992872894,287.4303450344328
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,32,49.62036214595644,0.21674962364965428,6.339142753894679e-17,-1.5,1.5,10.344793899329721,3.7868662861370983,21.83659484353419,298.9221459786372
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,33,32.35479704052993,0.5637088831937324,6.339142753894679e-17,-1.5,1.5,17.488247052025883,2.662507106148318,32.80040333707521,314.2343022636866
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,34,19.10319073242906,1.5997552243639905,6.339142753894679e-17,-1.5,1.5,29.164968875380502,1.7445922721076819,49.09352123631619,334.16285462462224
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,35,26.981320796682393,0.7471990192381143,6.339142753894679e-17,-1.5,1.5,19.252484009761286,2.4302291729304253,33.03005937343255,347.9404299882935
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,36,10.249280679486578,5.109262301812236,1.6672663843270776e-16,-1.5,1.5000000000000002,49.789293894234525,1.0087442569721683,78.8905097881416,377.04164588220056
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,37,25.594324337915626,0.7359092537215837,1.6672663843270776e-16,-1.5,1.5000000000000002,18.075291473203773,2.0649520194981523,34.886736627809626,393.8530910368064
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,38,13.512879633483973,2.679902415629255,1.6672663843270776e-16,-1.5,1.5000000000000002,34.079547130965445,1.5923353242059146,45.205660433863905,404.9792043397049
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,39,13.201799859840417,2.617771012320261,1.6672663843270776e-16,-1.5,1.5000000000000002,32.779238627321064,1.3599740755362086,51.05652023744174,423.25648594982556
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,40,13.657814048583692,2.3077840118422244,-6.314308998729424e-17,-1.5,1.5,30.08388078332519,1.2439674660580962,53.29234475608663,446.464949922587
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,41,34.08802900688151,0.3555551663568229,-6.314308998729424e-17,-1.5,1.5,11.703951107637058,2.341260969124517,27.0451674082685,461.80616622321844
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,42,18.80750782349703,1.33128208837596,-6.314308998729424e-17,-1.5,1.5,23.670668975553532,2.054304386423365,32.88044983427322,471.0159470819381
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,43,18.19676258899518,1.3893731682617396,-6.314308998729424e-17,-1.5,1.5,23.824524971565044,2.0981673636859814,32.79417295617404,479.9855950665471
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,44,24.49743931195703,0.7502958827747394,-7.876133520877268e-17,-1.5,1.5,17.414311797819302,2.575026942420597,27.150240378225405,489.7215236469532
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,45,19.270591493462465,1.2498156049797458,-7.876133520877268e-17,-1.5,1.5,23.115044701104864,1.5516549173350755,47.151089420030765,513.7575683658791
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,46,13.923635906999632,2.3558780327945903,-7.876133520877268e-17,-1.5,1.5,31.176200728144472,1.3805360202428862,50.75995615284185,533.3413237905766
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,47,15.426131108029965,1.821058914907361,-7.876133520877268e-17,-1.5,1.5,27.02312348782789,1.173789689318445,56.97729475701211,563.2954950597608
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,48,13.872808742642208,2.19055724775918,1.2287537123494344e-16,-1.5,1.5000000000000002,28.408191201981765,1.8086635608510004,35.017630850184055,569.9049347079631
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,49,31.813388227243646,0.40260109987119447,1.2287537123494344e-16,-1.5,1.5000000000000002,12.302380058349186,2.51228838038551,25.686708806437696,583.2892634560516
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,50,23.80132509108536,0.8121180347587131,1.2287537123494344e-16,-1.5,1.5000000000000002,18.552968280316364,1.9123256572915162,36.22663386879585,600.962929044531
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,51,20.207363074805365,1.1475314635149163,1.2287537123494344e-16,-1.5,1.5000000000000002,21.797684200802653,2.424161369738243,28.56123460577513,607.7264794495036
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,52,15.103890129952495,2.0293312675467137,1.8016096763332622e-16,-1.5,1.5000000000000002,29.22690986690664,1.40330625971925,51.25669707282643,629.7562666554234
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,53,22.149594681341515,0.9008627347120394,1.8016096763332622e-16,-1.5,1.5000000000000002,19.17114851555129,1.7374365520745516,39.34962002285606,649.9347381627281
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,54,16.922475582175725,1.5740419413134301,1.8016096763332622e-16,-1.5,1.5000000000000002,25.38578319080509,1.589415241817654,42.55553309861316,667.1044880705361
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,55,16.888488007901607,1.5402541328192128,1.8016096763332622e-16,-1.5,1.5000000000000002,24.953447998661563,1.37524766856239,48.20313591347192,690.3541759853465
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,56,50.04356873020295,0.17210064636055625,-1.6188152631168463e-16,-1.5,1.4999999999999998,8.311888124202154,3.493797458782787,18.344112276636753,700.3864001377812
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,57,28.284726346242277,0.6616107703061099,-1.6188152631168463e-16,-1.5,1.4999999999999998,17.859147775996682,2.5825813247958957,28.70492562159651,711.232177983381
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,58,16.009878594211667,2.0680134729732216,-1.6188152631168463e-16,-1.5,1.4999999999999998,31.463138024301767,1.5913886739120404,47.789708870901656,727.5587488299809
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,59,14.851240819064294,2.2428422952107385,-1.6188152631168463e-16,-1.5,1.4999999999999998,31.5266302397252,1.5893768451204437,45.55468773090227,741.586806321158
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,60,22.750180326691876,0.8976473740839627,-1.031252526676959,-1.5,0.468747473323041,19.539263641814088,1.9659746440587664,35.46605344907572,757.5135961284196
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,61,13.23201984025117,2.674925693166064,-1.031252526676959,-1.5,0.468747473323041,33.659152705794085,1.297618952041029,53.821620241690866,777.6760636643164
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,62,23.31028379250969,0.8090041715903394,-1.031252526676959,-1.5,0.468747473323041,17.936110375320002,2.279361432617926,29.060141787114627,788.800095076111
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,63,14.025012621813005,2.302921882171389,-1.031252526676959,-1.5,0.468747473323041,30.73660215628405,1.3564561788316902,50.973531369770704,809.0370242895976
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,64,20.65128578476653,1.0104784599672654,-1.0475548915691915,-1.5,0.45244510843080854,19.96348058359713,1.7896450213632904,36.91227049014794,825.9858141961485
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,65,13.242081569643036,2.4985322218938353,-1.0475548915691915,-1.5,0.45244510843080854,31.248541788672945,1.4706439900415587,45.08884103969951,839.826113447175
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,66,14.610872608852388,1.9545140275081594,-1.0475548915691915,-1.5,0.45244510843080854,26.864688690685377,1.7318543163479914,37.33545656967463,850.2968813261642
reference,controlled_variance,Controlled-variance,0.6,0.3,2,200,67,10.604507531066531,3.6197417032536303,-1.0475548915691915,-1.5,0.45244510843080854,35.957608154714016,1.3415156091233271,48.455486329976374,862.7947595014266
